time,thrust
0.102333333,186.4378946
0.102666667,200.4759806
0.103,209.6312546
0.103333333,224.8900436
0.103666667,236.7918986
0.104,246.2523476
0.104333333,255.7127976
0.104666667,262.1214886
0.105,271.2767616
0.105333333,284.3993206
0.105666667,305.4564496
0.106,338.1102576
0.106333333,371.9847696
0.106666667,408.3006876
0.107,440.0389686
0.107333333,457.1288126
0.107666667,468.7254926
0.108,472.6927776
0.108333333,469.6410196
0.108666667,467.8099646
0.109,464.4530316
0.109333333,465.0633826
0.109666667,469.6410196
0.11,474.8290076
0.110333333,482.1532266
0.110666667,490.3929726
0.111,498.9378946
0.111333333,512.9759806
0.111666667,526.7088906
0.112,540.7469766
0.112333333,555.0902386
0.112666667,559.3626996
0.113,565.1610396
0.113333333,569.7386756
0.113666667,571.8749066
0.114,580.1146526
0.114333333,591.4061566
0.114666667,605.4442426
0.115,622.2289106
0.115333333,634.1307656
0.115666667,646.6429726
0.116,653.6620156
0.116333333,659.7655316
0.116666667,661.2914106
0.117,652.7464886
0.117333333,642.3705116
0.117666667,633.5204146
0.118,621.9237346
0.118333333,617.0409226
0.118666667,613.0736366
0.119,613.9891646
0.119333333,625.8910196
0.119666667,639.6239296
0.12,656.7137736
0.120333333,680.2123086
0.120666667,690.8934616
0.121,705.2367226
0.121333333,727.2093796
0.121666667,741.8578166
0.122,759.5580116
0.122333333,787.9393596
0.122666667,809.6068396
0.123,833.4105506
0.123333333,864.8436566
0.123666667,890.1732466
0.124,911.8407266
0.124333333,943.2738326
0.124666667,916.7235396
0.125,767.4925826
0.125333333,712.5609416
0.125666667,779.3944376
0.126,881.0179726
0.126333333,990.8812546
0.126666667,1095.861723
0.127,1239.29434
0.127333333,1324.133208
0.127666667,1348.54727
0.128,1336.340239
0.128333333,1312.536528
0.128666667,1291.174223
0.129,1383.032133
0.129333333,1485.26602
0.129666667,1474.890044
0.13,1395.239165
0.130333333,1293.920805
0.130666667,1336.95059
0.131,1334.509184
0.131333333,1316.503813
0.131666667,1302.465727
0.132,1285.986235
0.132333333,1279.272368
0.132666667,1267.370512
0.133,1247.839262
0.133333333,1249.975493
0.133666667,1266.760161
0.134,1279.577544
0.134333333,1309.789946
0.134666667,1354.34561
0.135,1387.914946
0.135333333,1433.080962
0.135666667,1475.500395
0.136,1499.304106
0.136333333,1523.107817
0.136666667,1513.342192
0.137,1509.069731
0.137333333,1484.350493
0.137666667,1436.132719
0.138,1405.615141
0.138333333,1384.252837
0.138666667,1354.34561
0.139,1326.574614
0.139333333,1300.024321
0.139666667,1273.779204
0.14,1266.454985
0.140333333,1276.830962
0.140666667,1284.460356
0.141,1314.672758
0.141333333,1362.890532
0.141666667,1407.446196
0.142,1440.710356
0.142333333,1471.53311
0.142666667,1493.505766
0.143,1491.979887
0.143333333,1504.186919
0.143666667,1507.543852
0.144,1496.8627
0.144333333,1470.007231
0.144666667,1437.658598
0.145,1403.173735
0.145333333,1380.590727
0.145666667,1373.87686
0.146,1369.299223
0.146333333,1354.040434
0.146666667,1351.599028
0.147,1350.683501
0.147333333,1340.307524
0.147666667,1351.904204
0.148,1382.421782
0.148333333,1417.516997
0.148666667,1444.982817
0.149,1461.157133
0.149333333,1463.293364
0.149666667,1451.391508
0.15,1442.236235
0.150333333,1445.898344
0.150666667,1433.386137
0.151,1426.367094
0.151333333,1437.353423
0.151666667,1437.353423
0.152,1414.465239
0.152333333,1409.277251
0.152666667,1401.953032
0.153,1382.116606
0.153333333,1367.162993
0.153666667,1367.468169
0.154,1370.825102
0.154333333,1353.124907
0.154666667,1361.669829
0.155,1372.045805
0.155333333,1377.538969
0.155666667,1384.252837
0.156,1406.835844
0.156333333,1416.296294
0.156666667,1426.367094
0.157,1440.100005
0.157333333,1467.565825
0.157666667,1478.552153
0.158,1488.317778
0.158333333,1506.017973
0.158666667,1522.497465
0.159,1535.009673
0.159333333,1553.625395
0.159666667,1581.701567
0.16,1589.636137
0.160333333,1584.753325
0.160666667,1571.630766
0.161,1560.949614
0.161333333,1552.404692
0.161666667,1552.404692
0.162,1545.996001
0.162333333,1528.906157
0.162666667,1517.004301
0.163,1516.088774
0.163333333,1507.543852
0.163666667,1503.576567
0.164,1526.159575
0.164333333,1562.475493
0.164666667,1600.31729
0.165,1637.853911
0.165333333,1666.235258
0.165666667,1671.728423
0.166,1658.91104
0.166333333,1643.041899
0.166666667,1604.589751
0.167,1573.156645
0.167333333,1564.306548
0.167666667,1524.633696
0.168,1500.524809
0.168333333,1516.39395
0.168666667,1554.540923
0.169,1554.235747
0.169333333,1559.118559
0.169666667,1604.284575
0.17,1647.924712
0.170333333,1621.374419
0.170666667,1615.270903
0.171,1620.458891
0.171333333,1585.668852
0.171666667,1555.151274
0.172,1541.72354
0.172333333,1535.009673
0.172666667,1532.568266
0.173,1535.9252
0.173333333,1511.511137
0.173666667,1466.650298
0.174,1425.146391
0.174333333,1397.070219
0.174666667,1346.716215
0.175,1320.165923
0.175333333,1307.043364
0.175666667,1289.95352
0.176,1292.700102
0.176333333,1294.225981
0.176666667,1273.779204
0.177,1263.403227
0.177333333,1254.55313
0.177666667,1243.566801
0.178,1234.411528
0.178333333,1233.496001
0.178666667,1224.645903
0.179,1192.29727
0.179333333,1148.962309
0.179666667,1112.646391
0.18,1063.51309
0.180333333,1016.821196
0.180666667,981.1156296
0.181,948.7669966
0.181333333,919.1649456
0.181666667,922.8270546
0.182,947.2411176
0.182333333,991.7967816
0.182666667,1061.682036
0.183,1133.093169
0.183333333,1192.602446
0.183666667,1247.534087
0.184,1307.653715
0.184333333,1362.28018
0.184666667,1386.694243
0.185,1398.290923
0.185333333,1371.74063
0.185666667,1311.621001
0.186,1243.261626
0.186333333,1175.817778
0.186666667,1118.749907
0.187,1061.987212
0.187333333,1035.131743
0.187666667,1043.066313
0.188,1059.24063
0.188333333,1065.649321
0.188666667,1091.894438
0.189,1128.515532
0.189333333,1147.131255
0.189666667,1149.572661
0.19,1165.441801
0.190333333,1183.141997
0.190666667,1167.578032
0.191,1141.027739
0.191333333,1134.619048
0.191666667,1134.313872
0.192,1106.542876
0.192333333,1086.401274
0.192666667,1087.621977
0.193,1098.913481
0.193333333,1083.04434
0.193666667,1082.739165
0.194,1098.913481
0.194333333,1110.815337
0.194666667,1077.246001
0.195,1061.987212
0.195333333,1061.987212
0.195666667,1051.611235
0.196,1040.319731
0.196333333,1074.499419
0.196666667,1112.03604
0.197,1133.093169
0.197333333,1152.929594
0.197666667,1171.850493
0.198,1164.83145
0.198333333,1139.807036
0.198666667,1122.412016
0.199,1094.946196
0.199333333,1067.480376
0.199666667,1051.000883
0.2,1057.714751
0.200333333,1071.752837
0.200666667,1090.368559
0.201,1098.30313
0.201333333,1108.679106
0.201666667,1125.76895
0.202,1138.891508
0.202333333,1131.56729
0.202666667,1111.425688
0.203,1143.163969
0.203333333,1148.962309
0.203666667,1138.891508
0.204,1135.229399
0.204333333,1136.144926
0.204666667,1109.594633
0.205,1145.605376
0.205333333,1166.052153
0.205666667,1156.591704
0.206,1128.820708
0.206333333,1120.275786
0.206666667,1113.256743
0.207,1096.166899
0.207333333,1092.809965
0.207666667,1139.50186
0.208,1123.937895
0.208333333,1132.482817
0.208666667,1168.188383
0.209,1179.785063
0.209333333,1237.15811
0.209666667,1175.817778
0.21,1019.567778
0.210333333,1023.840239
0.210666667,1206.640532
0.211,1249.975493
0.211333333,1208.776762
0.211666667,1177.343657
0.212,1120.580962
0.212333333,1189.245512
0.212666667,1172.460844
0.213,1161.474516
0.213333333,1134.619048
0.213666667,1098.913481
0.214,1237.463286
0.214333333,1162.084868
0.214666667,1163.305571
0.215,1161.16934
0.215333333,1150.793364
0.215666667,1147.43643
0.216,1164.221098
0.216333333,1207.861235
0.216666667,1299.108794
0.217,1241.735747
0.217333333,1268.896391
0.217666667,1302.770903
0.218,1299.108794
0.218333333,1289.343169
0.218666667,1241.125395
0.219,1235.632231
0.219333333,1200.23184
0.219666667,1137.060454
0.22,1184.973051
0.220333333,1098.30313
0.220666667,1059.545805
0.221,1119.97061
0.221333333,1105.627348
0.221666667,1142.248442
0.222,1067.1752
0.222333333,1116.003325
0.222666667,1141.63809
0.223,1131.872465
0.223333333,1078.466704
0.223666667,1001.867583
0.224,1091.894438
0.224333333,1154.760649
0.224666667,1130.956938
0.225,1146.215727
0.225333333,1144.995024
0.225666667,1118.749907
0.226,1099.523833
0.226333333,1101.354887
0.226666667,1101.354887
0.227,1145.3002
0.227333333,1090.063383
0.227666667,1104.711821
0.228,1093.420317
0.228333333,990.2709026
0.228666667,965.8568396
0.229,1155.065825
0.229333333,1065.344145
0.229666667,1020.483305
0.23,1084.570219
0.230333333,1079.382231
0.230666667,1035.131743
0.231,1052.526762
0.231333333,1051.306059
0.231666667,1029.028227
0.232,1005.529692
0.232333333,1024.145415
0.232666667,992.1019576
0.233,1002.477934
0.233333333,1015.295317
0.233666667,1017.126372
0.234,998.8158246
0.234333333,1052.221587
0.234666667,1043.676665
0.235,1037.878325
0.235333333,1063.207915
0.235666667,1014.990141
0.236,1067.480376
0.236333333,1041.84561
0.236666667,1028.1127
0.237,1030.24893
0.237333333,949.9876996
0.237666667,928.3202186
0.238,975.0121136
0.238333333,954.2601606
0.238666667,928.0150436
0.239,927.7098676
0.239333333,962.8050826
0.239666667,970.1293006
0.24,986.9139686
0.240333333,1017.431548
0.240666667,1024.45059
0.241,1014.074614
0.241333333,1009.802153
0.241666667,1004.614165
0.242,984.1673866
0.242333333,974.4017616
0.242666667,975.9276406
0.243,972.2655316
0.243333333,958.8377976
0.243666667,969.8241256
0.244,970.1293006
0.244333333,967.0775436
0.244666667,970.1293006
0.245,973.4862346
0.245333333,966.7723676
0.245666667,966.1620156
0.246,967.0775436
0.246333333,977.7586956
0.246666667,982.6415076
0.247,986.3036176
0.247333333,994.5433636
0.247666667,989.6605506
0.248,985.9984416
0.248333333,989.9657266
0.248666667,983.8622116
0.249,977.7586956
0.249333333,981.4208046
0.249666667,986.3036176
0.25,979.8949256
0.250333333,961.2792036
0.250666667,956.7015666
0.251,955.4808636
0.251333333,944.1893596
0.251666667,942.9686566
0.252,960.9740276
0.252333333,972.2655316
0.252666667,969.5189496
0.253,976.5379926
0.253333333,988.7450236
0.253666667,964.6361366
0.254,938.3910196
0.254333333,948.1566446
0.254666667,935.3392616
0.255,904.2113326
0.255333333,884.3749066
0.255666667,919.1649456
0.256,906.3475626
0.256333333,906.9579146
0.256666667,941.4427776
0.257,966.1620156
0.257333333,963.7206096
0.257666667,989.6605506
0.258,1021.398833
0.258333333,1014.37979
0.258666667,995.1537146
0.259,1002.78311
0.259333333,983.8622116
0.259666667,951.2084026
0.26,940.5272506
0.260333333,941.4427776
0.260666667,926.1839886
0.261,921.6063516
0.261333333,927.4046916
0.261666667,938.3910196
0.262,936.2547896
0.262333333,944.7997116
0.262666667,958.2274456
0.263,969.2137736
0.263333333,965.2464886
0.263666667,957.0067426
0.264,952.4291056
0.264333333,933.8133826
0.264666667,920.0804726
0.265,919.4701216
0.265333333,932.2875046
0.265666667,928.9305706
0.266,931.0668006
0.266333333,952.4291056
0.266666667,937.4754926
0.267,910.0096726
0.267333333,914.2821326
0.267666667,912.1459026
0.268,1003.393462
0.268333333,1041.84561
0.268666667,1030.554106
0.269,949.3773476
0.269333333,981.1156296
0.269666667,935.6444376
0.27,844.7020546
0.270333333,960.6688516
0.270666667,1086.096098
0.271,988.1346726
0.271333333,1003.088286
0.271666667,1039.70938
0.272,908.1786176
0.272333333,903.9061566
0.272666667,780.3099646
0.273,967.0775436
0.273333333,1024.145415
0.273666667,1010.412505
0.274,947.2411176
0.274333333,1067.785551
0.274666667,915.8080116
0.275,1021.704008
0.275333333,1030.859282
0.275666667,1038.793852
0.276,1034.521391
0.276333333,1048.864653
0.276666667,1125.76895
0.277,1034.521391
0.277333333,1072.363188
0.277666667,1051.916411
0.278,1029.943755
0.278333333,833.1053756
0.278666667,1067.480376
0.279,1078.466704
0.279333333,1024.145415
0.279666667,1051.000883
0.28,1251.806548
0.280333333,1018.957426
0.280666667,945.1048866
0.281,1053.747465
0.281333333,1039.70938
0.281666667,1058.019926
0.282,1148.046782
0.282333333,994.2381876
0.282666667,991.4916056
0.283,1035.131743
0.283333333,1030.859282
0.283666667,1095.556548
0.284,1112.03604
0.284333333,1033.300688
0.284666667,1124.243071
0.285,1101.660063
0.285333333,1074.194243
0.285666667,1078.466704
0.286,1066.870024
0.286333333,1050.695708
0.286666667,1009.191801
0.287,1046.423247
0.287333333,982.6415076
0.287666667,1033.300688
0.288,1057.409575
0.288333333,963.4154336
0.288666667,1083.349516
0.289,1083.959868
0.289333333,1133.093169
0.289666667,1117.529204
0.29,1114.17227
0.290333333,997.2899456
0.290666667,1219.457915
0.291,1130.041411
0.291333333,1079.687407
0.291666667,1184.057524
0.292,1109.594633
0.292333333,1187.414458
0.292666667,1289.037993
0.293,1153.845122
0.293333333,1108.679106
0.293666667,1116.003325
0.294,1078.161528
0.294333333,889.2577186
0.294666667,1087.927153
0.295,1149.572661
0.295333333,1077.246001
0.295666667,1059.850981
0.296,1093.420317
0.296333333,1046.423247
0.296666667,1080.297758
0.297,1007.665923
0.297333333,1146.520903
0.297666667,1049.169829
0.298,1045.507719
0.298333333,1068.395903
0.298666667,965.8568396
0.299,1244.177153
0.299333333,945.4100626
0.299666667,1110.204985
0.3,1044.287016
0.300333333,1005.224516
0.300666667,1068.395903
0.301,986.3036176
0.301333333,1055.57852
0.301666667,848.0589886
0.302,1107.458403
0.302333333,1001.257231
0.302666667,1014.684965
0.303,857.8246136
0.303333333,1032.079985
0.303666667,997.5951216
0.304,1032.995512
0.304333333,1054.968169
0.304666667,1033.91104
0.305,1008.58145
0.305333333,1015.295317
0.305666667,1006.445219
0.306,978.6742226
0.306333333,983.5570356
0.306666667,990.5760786
0.307,964.0257856
0.307333333,939.6117226
0.307666667,947.5462936
0.308,941.4427776
0.308333333,915.1976606
0.308666667,933.5082076
0.309,950.9032266
0.309333333,934.7289106
0.309666667,930.4564496
0.31,961.5843796
0.310333333,960.0585006
0.310666667,945.4100626
0.311,959.7533246
0.311333333,1123.632719
0.311666667,906.3475626
0.312,983.2518596
0.312333333,938.6961956
0.312666667,898.1078166
0.313,913.0614296
0.313333333,791.6014686
0.313666667,851.4159226
0.314,778.7840866
0.314333333,916.7235396
0.314666667,925.8788126
0.315,949.6825236
0.315333333,900.2440476
0.315666667,956.0912146
0.316,902.9906296
0.316333333,878.5765666
0.316666667,893.5301796
0.317,904.8216836
0.317333333,905.4320356
0.317666667,910.3148476
0.318,919.4701216
0.318333333,926.7943396
0.318666667,914.8924846
0.319,930.7616256
0.319333333,929.8460976
0.319666667,915.8080116
0.32,891.0887736
0.320333333,898.1078166
0.320666667,898.1078166
0.321,881.9335006
0.321333333,897.4974646
0.321666667,908.7889686
0.322,902.9906296
0.322333333,904.2113326
0.322666667,934.1185586
0.323,931.3719766
0.323333333,869.4212936
0.323666667,876.7455116
0.324,880.1024456
0.324333333,914.8924846
0.324666667,916.4183636
0.325,957.0067426
0.325333333,848.6693396
0.325666667,894.1405316
0.326,881.3231486
0.326333333,908.7889686
0.326666667,922.8270546
0.327,892.9198286
0.327333333,930.1512736
0.327666667,985.3880896
0.328,943.5790076
0.328333333,1069.616606
0.328666667,1007.055571
0.329,1020.17813
0.329333333,921.9115276
0.329666667,1051.611235
0.33,1059.850981
0.330333333,1097.082426
0.330666667,983.2518596
0.331,975.3172896
0.331333333,937.4754926
0.331666667,927.4046916
0.332,907.5682656
0.332333333,867.8954146
0.332666667,964.9413126
0.333,935.6444376
0.333333333,877.9662146
0.333666667,938.3910196
0.334,887.7318396
0.334333333,1000.341704
0.334666667,951.8187546
0.335,945.4100626
0.335333333,954.8705116
0.335666667,966.4671916
0.336,967.6878946
0.336333333,962.1947306
0.336666667,941.1376016
0.337,944.1893596
0.337333333,960.0585006
0.337666667,793.1273476
0.338,895.3612346
0.338333333,922.2167036
0.338666667,931.3719766
0.339,922.5218796
0.339333333,777.8685586
0.339666667,949.0721726
0.34,954.5653366
0.340333333,980.8104536
0.340666667,984.7777386
0.341,1025.671294
0.341333333,981.7259806
0.341666667,864.5384806
0.342,916.1131876
0.342333333,1119.665434
0.342666667,970.1293006
0.343,1046.728423
0.343333333,968.2982466
0.343666667,1081.213286
0.344,816.6258826
0.344333333,1029.028227
0.344666667,1003.088286
0.345,943.2738326
0.345333333,1026.281645
0.345666667,1010.71768
0.346,1014.37979
0.346333333,1010.107329
0.346666667,1024.145415
0.347,1004.614165
0.347333333,1003.393462
0.347666667,1009.496977
0.348,1032.385161
0.348333333,1016.821196
0.348666667,1013.464262
0.349,1003.393462
0.349333333,995.1537146
0.349666667,989.9657266
0.35,995.7640666
0.350333333,1001.867583
0.350666667,1000.341704
0.351,1004.308989
0.351333333,1014.990141
0.351666667,1019.262602
0.352,1011.328032
0.352333333,1011.633208
0.352666667,1019.567778
0.353,1022.924712
0.353333333,1024.45059
0.353666667,1025.976469
0.354,1037.878325
0.354333333,1062.597563
0.354666667,966.7723676
0.355,1054.662993
0.355333333,1061.987212
0.355666667,1044.287016
0.356,1059.24063
0.356333333,1089.147856
0.356666667,1049.475005
0.357,1048.254301
0.357333333,1070.532133
0.357666667,1069.31143
0.358,1050.085356
0.358333333,1071.752837
0.358666667,1094.335844
0.359,1079.077055
0.359333333,1087.011626
0.359666667,1123.632719
0.36,1123.632719
0.360333333,1099.523833
0.360666667,1117.224028
0.361,1121.191313
0.361333333,1090.368559
0.361666667,1082.433989
0.362,1102.880766
0.362333333,1083.349516
0.362666667,1059.24063
0.363,1090.673735
0.363333333,1102.270415
0.363666667,1080.297758
0.364,1090.368559
0.364333333,1108.984282
0.364666667,1088.232329
0.365,1069.006255
0.365333333,1081.518462
0.365666667,1079.992583
0.366,1046.728423
0.366333333,1047.64395
0.366666667,1061.987212
0.367,1043.676665
0.367333333,1030.24893
0.367666667,1046.118071
0.368,1048.254301
0.368333333,1040.624907
0.368666667,1049.169829
0.369,1068.395903
0.369333333,1053.44229
0.369666667,1026.586821
0.37,1029.638579
0.370333333,1029.638579
0.370666667,999.7313516
0.371,992.4071326
0.371333333,1012.853911
0.371666667,1006.140044
0.372,994.2381876
0.372333333,1021.093657
0.372666667,1032.690337
0.373,1011.022856
0.373333333,1010.71768
0.373666667,1032.690337
0.374,1013.464262
0.374333333,989.6605506
0.374666667,999.4261756
0.375,1002.78311
0.375333333,981.4208046
0.375666667,979.5897506
0.376,998.5106486
0.376333333,998.8158246
0.376666667,987.2191446
0.377,995.1537146
0.377333333,1004.003813
0.377666667,998.2054726
0.378,1000.341704
0.378333333,1024.755766
0.378666667,1038.488676
0.379,1036.962798
0.379333333,1045.202544
0.379666667,1049.169829
0.38,1028.1127
0.380333333,1010.412505
0.380666667,1020.483305
0.381,1008.276274
0.381333333,992.4071326
0.381666667,997.9002976
0.382,999.4261756
0.382333333,966.4671916
0.382666667,947.2411176
0.383,947.8514686
0.383333333,928.6253946
0.383666667,917.3338906
0.384,946.0204146
0.384333333,961.2792036
0.384666667,947.2411176
0.385,964.0257856
0.385333333,982.3363326
0.385666667,974.4017616
0.386,967.6878946
0.386333333,984.4725626
0.386666667,972.8758826
0.387,955.1756876
0.387333333,958.5326216
0.387666667,962.1947306
0.388,949.3773476
0.388333333,951.5135786
0.388666667,962.8050826
0.389,950.5980506
0.389333333,942.9686566
0.389666667,952.7342816
0.39,956.0912146
0.390333333,951.8187546
0.390666667,959.4481486
0.391,964.6361366
0.391333333,961.2792036
0.391666667,961.2792036
0.392,974.7069376
0.392333333,967.6878946
0.392666667,958.8377976
0.393,969.2137736
0.393333333,964.6361366
0.393666667,955.1756876
0.394,967.6878946
0.394333333,968.6034226
0.394666667,964.6361366
0.395,985.6932656
0.395333333,996.6795936
0.395666667,994.2381876
0.396,998.5106486
0.396333333,1011.938383
0.396666667,1014.074614
0.397,1011.328032
0.397333333,1032.690337
0.397666667,1044.897368
0.398,1028.723051
0.398333333,1032.079985
0.398666667,1031.774809
0.399,1006.445219
0.399333333,990.5760786
0.399666667,993.9330116
0.4,988.7450236
0.400333333,991.7967816
0.400666667,1005.834868
0.401,1003.698637
0.401333333,999.7313516
0.401666667,1007.055571
0.402,1018.347075
0.402333333,1014.684965
0.402666667,1021.704008
0.403,1031.164458
0.403333333,1022.009184
0.403666667,1006.750395
0.404,1012.243559
0.404333333,993.6278366
0.404666667,967.3827186
0.405,977.4535196
0.405333333,992.1019576
0.405666667,963.7206096
0.406,980.8104536
0.406333333,1001.867583
0.406666667,998.5106486
0.407,981.4208046
0.407333333,995.7640666
0.407666667,1004.003813
0.408,981.4208046
0.408333333,982.9466836
0.408666667,1007.360747
0.409,997.2899456
0.409333333,972.8758826
0.409666667,979.8949256
0.41,986.9139686
0.410333333,963.1102576
0.410666667,979.8949256
0.411,1007.971098
